entity_id,state,last_changed
sensor.airsense2_bme680_temperature,10.9,2026-01-07T19:23:03.723Z
sensor.airsense2_bme680_temperature,11.0,2026-01-07T19:23:13.721Z
sensor.airsense2_bme680_temperature,10.9,2026-01-07T19:23:23.720Z
sensor.airsense2_bme680_temperature,11.0,2026-01-07T19:24:53.721Z
sensor.airsense2_bme680_temperature,10.9,2026-01-07T19:30:13.704Z
sensor.airsense2_bme680_temperature,11.0,2026-01-07T19:30:43.704Z
sensor.airsense2_bme680_temperature,10.9,2026-01-07T19:36:23.688Z
sensor.airsense2_bme680_temperature,11.0,2026-01-07T19:37:23.680Z
sensor.airsense2_bme680_temperature,10.9,2026-01-07T19:37:33.682Z
sensor.airsense2_bme680_temperature,11.0,2026-01-07T19:39:03.675Z
sensor.airsense2_bme680_temperature,10.9,2026-01-07T19:42:13.669Z
sensor.airsense2_bme680_temperature,11.0,2026-01-07T19:44:13.661Z
sensor.airsense2_bme680_temperature,10.9,2026-01-07T19:45:43.658Z
sensor.airsense2_bme680_temperature,11.0,2026-01-07T19:48:03.652Z
sensor.airsense2_bme680_temperature,10.9,2026-01-07T19:48:33.650Z
sensor.airsense2_bme680_temperature,11.0,2026-01-07T19:48:43.643Z
sensor.airsense2_bme680_temperature,10.9,2026-01-07T19:55:23.625Z
sensor.airsense2_bme680_temperature,11.0,2026-01-07T19:56:23.626Z
sensor.airsense2_bme680_temperature,10.9,2026-01-07T19:58:43.618Z
sensor.airsense2_bme680_temperature,10.8,2026-01-07T20:15:53.560Z
sensor.airsense2_bme680_temperature,10.9,2026-01-07T20:19:23.551Z
sensor.airsense2_bme680_temperature,10.8,2026-01-07T20:23:03.542Z
sensor.airsense2_bme680_temperature,10.9,2026-01-07T20:23:33.536Z
sensor.airsense2_bme680_temperature,10.8,2026-01-07T20:24:03.539Z
sensor.airsense2_bme680_temperature,10.9,2026-01-07T20:26:53.528Z
sensor.airsense2_bme680_temperature,10.8,2026-01-07T21:28:03.341Z
sensor.airsense2_bme680_temperature,10.9,2026-01-07T21:28:23.343Z
sensor.airsense2_bme680_temperature,10.8,2026-01-07T21:31:13.329Z
sensor.airsense2_bme680_temperature,10.9,2026-01-07T21:34:53.319Z
sensor.airsense2_bme680_temperature,10.8,2026-01-07T21:49:53.270Z
sensor.airsense2_bme680_temperature,10.9,2026-01-07T21:50:53.270Z
sensor.airsense2_bme680_temperature,10.8,2026-01-07T22:02:23.236Z
sensor.airsense2_bme680_temperature,10.9,2026-01-07T22:03:23.230Z
sensor.airsense2_bme680_temperature,10.8,2026-01-07T22:04:53.224Z
sensor.airsense2_bme680_temperature,10.9,2026-01-07T22:05:13.231Z
sensor.airsense2_bme680_temperature,10.8,2026-01-07T22:06:33.221Z
sensor.airsense2_bme680_temperature,10.9,2026-01-07T22:07:43.216Z
sensor.airsense2_bme680_temperature,10.8,2026-01-07T22:13:23.201Z
sensor.airsense2_bme680_temperature,10.9,2026-01-07T22:19:43.181Z
sensor.airsense2_bme680_temperature,10.8,2026-01-07T23:03:53.050Z
sensor.airsense2_bme680_temperature,10.9,2026-01-07T23:19:42.999Z
sensor.airsense2_bme680_temperature,10.8,2026-01-07T23:20:42.997Z
sensor.airsense2_bme680_temperature,10.7,2026-01-07T23:35:22.950Z
sensor.airsense2_bme680_temperature,10.8,2026-01-07T23:37:22.939Z
sensor.airsense2_bme680_temperature,10.7,2026-01-07T23:40:22.935Z
sensor.airsense2_bme680_temperature,10.8,2026-01-07T23:41:02.932Z
sensor.airsense2_bme680_temperature,10.7,2026-01-07T23:54:52.892Z
sensor.airsense2_bme680_temperature,10.8,2026-01-08T00:06:22.854Z
sensor.airsense2_bme680_temperature,10.7,2026-01-08T00:18:42.815Z
sensor.airsense2_bme680_temperature,10.8,2026-01-08T00:28:02.791Z
sensor.airsense2_bme680_temperature,10.7,2026-01-08T00:33:42.774Z
sensor.airsense2_bme680_temperature,10.8,2026-01-08T00:33:52.771Z
sensor.airsense2_bme680_temperature,10.7,2026-01-08T00:34:02.769Z
sensor.airsense2_bme680_temperature,10.8,2026-01-08T00:34:12.770Z
sensor.airsense2_bme680_temperature,10.7,2026-01-08T00:38:12.757Z
sensor.airsense2_bme680_temperature,10.8,2026-01-08T01:04:12.674Z
sensor.airsense2_bme680_temperature,10.7,2026-01-08T01:04:22.675Z
sensor.airsense2_bme680_temperature,10.8,2026-01-08T01:07:52.667Z
sensor.airsense2_bme680_temperature,10.7,2026-01-08T01:08:32.665Z
sensor.airsense2_bme680_temperature,10.8,2026-01-08T01:08:52.661Z
sensor.airsense2_bme680_temperature,10.7,2026-01-08T01:09:02.664Z
sensor.airsense2_bme680_temperature,10.8,2026-01-08T01:09:12.660Z
sensor.airsense2_bme680_temperature,10.7,2026-01-08T01:10:32.652Z
sensor.airsense2_bme680_temperature,10.8,2026-01-08T01:26:52.609Z
sensor.airsense2_bme680_temperature,10.7,2026-01-08T01:34:52.585Z
sensor.airsense2_bme680_temperature,10.8,2026-01-08T01:36:02.578Z
sensor.airsense2_bme680_temperature,10.7,2026-01-08T01:37:02.576Z
sensor.airsense2_bme680_temperature,10.8,2026-01-08T01:37:32.576Z
sensor.airsense2_bme680_temperature,10.7,2026-01-08T01:37:42.572Z
sensor.airsense2_bme680_temperature,10.8,2026-01-08T01:43:22.559Z
sensor.airsense2_bme680_temperature,10.7,2026-01-08T01:43:32.552Z
sensor.airsense2_bme680_temperature,10.8,2026-01-08T01:44:22.554Z
sensor.airsense2_bme680_temperature,10.7,2026-01-08T01:49:52.533Z
sensor.airsense2_bme680_temperature,10.8,2026-01-08T02:03:52.494Z
sensor.airsense2_bme680_temperature,10.7,2026-01-08T02:04:42.491Z
sensor.airsense2_bme680_temperature,10.6,2026-01-08T02:08:32.478Z
sensor.airsense2_bme680_temperature,10.5,2026-01-08T02:30:22.411Z
sensor.airsense2_bme680_temperature,10.6,2026-01-08T02:31:42.408Z
sensor.airsense2_bme680_temperature,10.5,2026-01-08T02:37:32.391Z
sensor.airsense2_bme680_temperature,10.6,2026-01-08T02:37:42.388Z
sensor.airsense2_bme680_temperature,10.5,2026-01-08T02:45:12.364Z
sensor.airsense2_bme680_temperature,10.6,2026-01-08T02:55:32.334Z
sensor.airsense2_bme680_temperature,10.5,2026-01-08T02:56:22.330Z
sensor.airsense2_bme680_temperature,10.6,2026-01-08T02:56:32.332Z
sensor.airsense2_bme680_temperature,10.5,2026-01-08T02:56:52.333Z
sensor.airsense2_bme680_temperature,10.6,2026-01-08T03:03:02.310Z
sensor.airsense2_bme680_temperature,10.5,2026-01-08T03:15:22.274Z
sensor.airsense2_bme680_temperature,10.6,2026-01-08T03:31:12.224Z
sensor.airsense2_bme680_temperature,10.7,2026-01-08T03:32:12.226Z
sensor.airsense2_bme680_temperature,10.8,2026-01-08T03:33:22.218Z
sensor.airsense2_bme680_temperature,10.9,2026-01-08T03:36:42.206Z
sensor.airsense2_bme680_temperature,11.0,2026-01-08T03:40:52.198Z
sensor.airsense2_bme680_temperature,10.9,2026-01-08T03:43:02.188Z
sensor.airsense2_bme680_temperature,11.0,2026-01-08T03:44:52.181Z
sensor.airsense2_bme680_temperature,11.1,2026-01-08T03:47:12.178Z
sensor.airsense2_bme680_temperature,11.0,2026-01-08T03:48:32.175Z
sensor.airsense2_bme680_temperature,10.9,2026-01-08T03:49:12.168Z
sensor.airsense2_bme680_temperature,10.8,2026-01-08T03:49:52.169Z
sensor.airsense2_bme680_temperature,10.7,2026-01-08T03:51:12.159Z
sensor.airsense2_bme680_temperature,10.8,2026-01-08T03:51:22.161Z
sensor.airsense2_bme680_temperature,10.7,2026-01-08T03:53:22.156Z
sensor.airsense2_bme680_temperature,10.6,2026-01-08T03:54:22.153Z
sensor.airsense2_bme680_temperature,10.7,2026-01-08T03:55:32.152Z
sensor.airsense2_bme680_temperature,10.6,2026-01-08T03:58:02.141Z
sensor.airsense2_bme680_temperature,10.7,2026-01-08T03:58:22.144Z
sensor.airsense2_bme680_temperature,10.6,2026-01-08T03:59:12.143Z
sensor.airsense2_bme680_temperature,10.5,2026-01-08T04:00:32.136Z
sensor.airsense2_bme680_temperature,10.4,2026-01-08T04:02:02.128Z
sensor.airsense2_bme680_temperature,10.3,2026-01-08T04:03:42.124Z
sensor.airsense2_bme680_temperature,10.2,2026-01-08T04:03:52.128Z
sensor.airsense2_bme680_temperature,10.1,2026-01-08T04:04:02.128Z
sensor.airsense2_bme680_temperature,10.2,2026-01-08T04:04:52.120Z
sensor.airsense2_bme680_temperature,10.1,2026-01-08T04:06:52.114Z
sensor.airsense2_bme680_temperature,10.0,2026-01-08T04:10:32.106Z
sensor.airsense2_bme680_temperature,9.9,2026-01-08T04:14:02.095Z
sensor.airsense2_bme680_temperature,9.8,2026-01-08T04:16:52.091Z
sensor.airsense2_bme680_temperature,9.9,2026-01-08T04:18:02.083Z
sensor.airsense2_bme680_temperature,9.8,2026-01-08T04:18:32.079Z
sensor.airsense2_bme680_temperature,9.9,2026-01-08T04:21:52.072Z
sensor.airsense2_bme680_temperature,9.8,2026-01-08T04:22:22.072Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T04:26:12.052Z
sensor.airsense2_bme680_temperature,9.8,2026-01-08T04:27:22.056Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T04:34:52.028Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T04:39:52.016Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T04:40:12.012Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T04:41:42.010Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T04:42:12.010Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T04:44:12.001Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T04:53:21.974Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T04:54:01.969Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T04:56:01.968Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T04:58:31.955Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T04:58:51.954Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T04:59:11.952Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T05:00:11.951Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T05:00:21.948Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T05:04:11.943Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T05:05:11.937Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T05:06:01.931Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T05:08:21.922Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T05:08:51.924Z
sensor.airsense2_bme680_temperature,9.8,2026-01-08T05:11:11.916Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T05:17:21.898Z
sensor.airsense2_bme680_temperature,9.8,2026-01-08T05:18:21.893Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T05:19:51.896Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T05:22:41.884Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T05:24:11.881Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T05:24:41.875Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T05:25:31.875Z
sensor.airsense2_bme680_temperature,9.4,2026-01-08T05:30:01.856Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T05:30:11.855Z
sensor.airsense2_bme680_temperature,9.4,2026-01-08T05:35:41.846Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T05:36:31.840Z
sensor.airsense2_bme680_temperature,9.4,2026-01-08T05:37:31.839Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T05:40:01.830Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T05:41:11.824Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T05:41:31.824Z
sensor.airsense2_bme680_temperature,9.4,2026-01-08T05:42:41.822Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T05:42:51.823Z
sensor.airsense2_bme680_temperature,9.4,2026-01-08T05:45:21.808Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T05:45:51.810Z
sensor.airsense2_bme680_temperature,9.4,2026-01-08T05:47:01.805Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T05:47:11.808Z
sensor.airsense2_bme680_temperature,9.4,2026-01-08T05:49:01.802Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T05:49:11.800Z
sensor.airsense2_bme680_temperature,9.4,2026-01-08T05:49:41.800Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T05:50:01.799Z
sensor.airsense2_bme680_temperature,9.4,2026-01-08T05:50:21.795Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T05:50:31.798Z
sensor.airsense2_bme680_temperature,9.4,2026-01-08T05:51:41.794Z
sensor.airsense2_bme680_temperature,9.3,2026-01-08T05:55:31.782Z
sensor.airsense2_bme680_temperature,9.4,2026-01-08T05:55:51.779Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T05:58:11.776Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T06:01:21.765Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T06:04:21.755Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T06:04:31.753Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T06:05:51.752Z
sensor.airsense2_bme680_temperature,9.8,2026-01-08T06:10:01.741Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T06:11:41.730Z
sensor.airsense2_bme680_temperature,9.8,2026-01-08T06:15:41.722Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T06:17:21.718Z
sensor.airsense2_bme680_temperature,9.8,2026-01-08T06:19:51.711Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T06:20:11.707Z
sensor.airsense2_bme680_temperature,9.8,2026-01-08T06:20:41.704Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T06:21:11.703Z
sensor.airsense2_bme680_temperature,9.8,2026-01-08T06:22:21.698Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T06:22:41.700Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T06:28:11.682Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T06:30:31.673Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T06:35:01.660Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T06:36:01.653Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T06:36:41.656Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T06:39:01.650Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T06:39:41.646Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T06:40:31.643Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T06:41:01.645Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T06:42:01.639Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T06:42:41.637Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T06:43:31.633Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T06:43:41.631Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T06:43:51.629Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T06:46:51.621Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T06:47:41.621Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T06:47:51.626Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T06:48:51.618Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T06:50:11.610Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T06:52:31.606Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T06:52:41.604Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T06:53:41.603Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T06:54:31.600Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T06:55:51.593Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T06:56:41.590Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T06:57:31.596Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T06:58:31.588Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T07:02:11.578Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T07:02:41.575Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T07:06:01.568Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T07:06:11.566Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T07:08:21.557Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T07:15:01.534Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T07:19:11.525Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T07:20:51.520Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T07:26:01.500Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T07:27:21.504Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T07:27:51.494Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T07:28:41.493Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T07:31:11.489Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T07:34:01.479Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T07:37:41.468Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T07:38:21.464Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T07:40:21.459Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T07:43:51.452Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T07:51:31.426Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T07:51:41.427Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T07:57:51.408Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T07:58:11.409Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T07:58:21.403Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T07:58:51.404Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T08:04:01.389Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T08:05:41.380Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T08:08:11.375Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T08:08:21.377Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T08:17:11.346Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T08:18:01.344Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T08:28:21.312Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T08:29:01.310Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T08:31:31.306Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T08:32:01.304Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T08:33:31.297Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T08:35:31.290Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T08:36:21.288Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T08:37:31.284Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T08:40:31.277Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T08:42:01.270Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T08:43:11.268Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T08:46:31.257Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T08:46:41.252Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T08:48:31.250Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T08:50:11.251Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T08:53:11.237Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T08:53:41.235Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T08:54:41.231Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T08:56:21.228Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T08:58:11.225Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T08:58:21.222Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T08:58:31.218Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T08:59:51.215Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T09:02:31.209Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T09:02:41.205Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T09:02:51.208Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T09:03:01.205Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T09:03:41.205Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T09:06:01.196Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T09:07:41.192Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T09:08:01.189Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T09:08:51.189Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T09:09:21.188Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T09:13:31.175Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T09:17:01.165Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T09:18:01.159Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T09:18:51.155Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T09:19:01.162Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T09:20:41.156Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T09:23:11.145Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T09:24:21.142Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T09:24:31.139Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T09:31:01.124Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T09:31:41.114Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T09:34:41.112Z
sensor.airsense2_bme680_temperature,9.4,2026-01-08T09:36:11.107Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T09:37:01.104Z
sensor.airsense2_bme680_temperature,9.4,2026-01-08T09:37:21.104Z
sensor.airsense2_bme680_temperature,9.3,2026-01-08T09:39:01.098Z
sensor.airsense2_bme680_temperature,9.2,2026-01-08T09:41:11.093Z
sensor.airsense2_bme680_temperature,9.3,2026-01-08T09:42:51.083Z
sensor.airsense2_bme680_temperature,9.4,2026-01-08T09:43:21.081Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T09:44:11.079Z
sensor.airsense2_bme680_temperature,9.4,2026-01-08T09:45:31.078Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T09:46:41.078Z
sensor.airsense2_bme680_temperature,9.4,2026-01-08T09:50:11.065Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T09:50:41.059Z
sensor.airsense2_bme680_temperature,9.4,2026-01-08T09:52:31.057Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T09:54:31.048Z
sensor.airsense2_bme680_temperature,9.4,2026-01-08T09:56:11.042Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T09:56:41.045Z
sensor.airsense2_bme680_temperature,9.4,2026-01-08T09:58:51.035Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T10:00:11.027Z
sensor.airsense2_bme680_temperature,9.4,2026-01-08T10:02:11.028Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T10:02:21.025Z
sensor.airsense2_bme680_temperature,9.4,2026-01-08T10:02:41.024Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T10:02:51.026Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T10:06:31.013Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T10:06:41.015Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T10:08:41.003Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T10:11:40.998Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T10:11:50.994Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T10:20:40.966Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T10:24:10.958Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T10:32:00.935Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T10:33:00.937Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T10:35:10.923Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T10:36:50.918Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T10:37:10.918Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T10:38:30.913Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T10:40:10.906Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T10:42:10.904Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T10:45:10.895Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T10:47:20.888Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T10:48:30.884Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T10:48:40.883Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T10:51:10.873Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T10:52:40.869Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T11:00:10.848Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T11:00:20.844Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T11:03:30.836Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T11:04:50.834Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T11:05:50.831Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T11:06:40.829Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T11:08:20.824Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T11:09:00.818Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T11:20:10.784Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T11:22:20.781Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T11:32:40.748Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T11:34:20.742Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T11:34:50.742Z
sensor.airsense2_bme680_temperature,9.4,2026-01-08T11:39:50.728Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T11:41:30.723Z
sensor.airsense2_bme680_temperature,9.4,2026-01-08T11:45:30.707Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T11:46:30.706Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T11:47:40.700Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T12:03:10.656Z
sensor.airsense2_bme680_temperature,9.4,2026-01-08T12:06:30.643Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T12:07:00.644Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T12:08:10.638Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T12:09:20.632Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T12:13:30.621Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T12:13:50.620Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T12:16:20.611Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T12:23:00.593Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T12:25:20.590Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T12:29:50.570Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T12:30:00.573Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T12:30:10.571Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T12:30:20.568Z
sensor.airsense2_bme680_temperature,9.7,2026-01-08T12:31:10.571Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T12:31:20.567Z
sensor.airsense2_bme680_temperature,9.5,2026-01-08T12:35:20.556Z
sensor.airsense2_bme680_temperature,9.6,2026-01-08T12:35:50.550Z
